id,name,type,address,lat,lon,phone,accepts,pets,sobriety,id_required,referral_required,sex_offender_ok,reports_to,curfew,max_stay,belongings,accessibility,languages,cost,hours,intake_hours,seasonal,capacity_signal,last_verified,verified_by,method,flag,notes
cherokee-sc-overture-24bb35ce,Miracle Hill Rescue Mission Cherokee,shelter,"227 Henderson St, Gaffney",35.08892822265625,-81.6408462524414,+18644880376,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: https://miraclehill.org
cherokee-sc-overture-4b469439,Beltline Courts,shelter,"125 Beltline Rd, Gaffney",35.08867645263672,-81.65665435791016,+18644893193,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: http://gaffneyha.org
