id,name,type,address,lat,lon,phone,accepts,pets,sobriety,id_required,referral_required,sex_offender_ok,reports_to,curfew,max_stay,belongings,accessibility,languages,cost,hours,intake_hours,seasonal,capacity_signal,last_verified,verified_by,method,flag,notes
burnett-wi-overture-c4a4db62,"Ruby's Food Shelf - Siren, WI",shelter,"24534 State Road 35 70, Siren",45.80464172363281,-92.37481689453125,+17153497829,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: https://www.rubysfoodshelf.org/
burnett-wi-overture-6504b940,Burnett Co. Food Pantry,meal,"26356 Lakeland Ave S, Webster",45.87240982055664,-92.36425018310547,+17153498155,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: http://caringheartsthriftshop.org/
