id,name,type,address,lat,lon,phone,accepts,pets,sobriety,id_required,referral_required,sex_offender_ok,reports_to,curfew,max_stay,belongings,accessibility,languages,cost,hours,intake_hours,seasonal,capacity_signal,last_verified,verified_by,method,flag,notes
matagorda-tx-overture-bd3bc032,Palacios Housing Authority,shelter,"45 Seashell Blvd #1701, Palacios",28.722196578979492,-96.20833587646484,+13619722832,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: http://www.palaciosha.org
matagorda-tx-overture-892f605d,The Harvest House,meal,"2204 Nichols Ave, Bay City",28.981847763061523,-95.95336151123047,+19792450306,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: http://www.harvesthouse.com
